,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Fuel_Efficiency,Engine,Power,Seats,New_Price,Price,Annual_Km_Driven,Age
2451,2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,0,0,First,24.3,1248.0,88.5,5.0,10.13,8.75,414.29,7
2452,2535,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,0,0,First,19.3,1248.0,73.9,5.0,20.48,4.79,7666.67,9
2453,2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,0,0,First,21.13,1498.0,108.4,5.0,14.22,11.92,833.29,7
2454,2537,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,0,1,Second,12.07,2967.0,241.4,7.0,20.48,53.11,3192.56,9
2455,2538,Maruti Wagon R LXI,Jaipur,2006,145000,1,0,First,18.9,998.0,67.1,5.0,20.48,1.15,7631.58,19
2456,2539,Honda City i DTEC VX Option,Pune,2014,71000,0,0,First,25.1,1498.0,98.6,5.0,20.48,7.45,6454.55,11
2457,2540,Hyundai EON Magna Plus,Jaipur,2017,12000,1,0,First,21.1,814.0,55.2,5.0,20.48,3.5,1500.0,8
2458,2541,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,0,1,First,13.0,2987.0,265.0,5.0,20.48,70.15,3086.14,7
2459,2542,Hyundai Santro GLS II - Euro II,Bangalore,2011,65000,1,0,Second,0.0,1197.0,113.80314403717087,5.0,20.48,3.15,4642.86,14
2460,2543,BMW 3 Series 320d,Hyderabad,2013,58000,0,1,First,13.2,1995.0,170.0,5.0,20.48,19.5,4833.33,12
2461,2544,BMW 3 Series 318i Sedan,Pune,2012,39000,1,1,Second,12.05,1995.0,154.0,5.0,20.48,15.0,3000.0,13
2462,2545,Mahindra NuvoSport N8,Coimbatore,2017,37712,0,0,First,17.45,1493.0,100.0,7.0,11.77,7.57,4714.0,8
2463,2546,Maruti Ritz VXi,Hyderabad,2012,68000,1,0,First,18.5,1197.0,85.8,5.0,20.48,4.4,5230.77,13
2464,2547,BMW X6 xDrive 40d M Sport,Chennai,2016,25000,0,1,First,15.87,2993.0,308.43,5.0,20.48,60.0,2777.78,9
2465,2548,Chevrolet Beat LT,Kolkata,2010,30000,1,0,First,18.6,1199.0,79.4,5.0,20.48,1.6,2000.0,15
2466,2549,Maruti Swift Dzire VXI,Pune,2014,68218,1,0,First,19.1,1197.0,85.8,5.0,20.48,4.9,6201.64,11
2467,2550,Maruti Ertiga ZDI,Delhi,2014,52000,0,0,First,20.77,1248.0,88.8,7.0,20.48,5.95,4727.27,11
2468,2551,Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,0,0,First,20.45,1461.0,83.8,5.0,20.48,5.35,6359.1,10
2469,2552,Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,1,1,First,15.5,1198.0,86.7,5.0,20.48,5.4,5267.0,11
2470,2553,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,0,1,First,17.11,1968.0,174.33,5.0,20.48,23.45,2197.9,10
2471,2554,Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,99000,0,0,Second,18.7,1896.0,66.0,5.0,20.48,1.9,4304.35,23
2472,2555,Honda Amaze E i-Dtech,Pune,2016,62000,0,0,First,25.8,1498.0,98.6,5.0,20.48,6.1,6888.89,9
2473,2556,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,2006,127001,0,0,First,12.8,2494.0,102.0,8.0,20.48,4.95,6684.26,19
2474,2557,Hyundai EON D Lite Plus,Hyderabad,2013,84600,1,0,Second,21.1,814.0,55.2,5.0,20.48,2.5,7050.0,12
2475,2558,Datsun redi-GO T Option,Kochi,2018,30953,1,0,First,22.7,799.0,53.64,5.0,4.05,3.48,4421.86,7
2476,2559,Maruti Swift VDI,Chennai,2012,78000,0,0,First,22.9,1248.0,74.0,5.0,20.48,4.4,6000.0,13
2477,2560,Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,0,0,First,9.5,2835.0,118.6,6.0,20.48,7.99,5000.0,17
2478,2561,Volvo S80 D5,Hyderabad,2008,79000,0,1,First,13.1,2400.0,215.0,5.0,20.48,10.99,4647.06,17
2479,2562,Toyota Fortuner 4x2 AT,Delhi,2014,79000,0,1,First,12.55,2982.0,168.5,7.0,20.48,18.5,7181.82,11
2480,2563,Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,0,0,First,16.3,1956.0,170.0,5.0,26.95,21.69,6884.0,7
2481,2564,Maruti Swift Dzire VDI,Coimbatore,2014,67557,0,0,First,23.4,1248.0,74.0,5.0,20.48,5.17,6141.55,11
2482,2565,Hyundai Verna 1.6 SX,Delhi,2011,103814,0,0,Second,22.32,1582.0,126.32,5.0,20.48,4.5,7415.29,14
2483,2566,Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,0,0,First,12.05,2179.0,120.0,8.0,20.48,6.75,4102.55,11
2484,2567,Hyundai i10 Era,Kochi,2013,56075,1,0,First,19.81,1086.0,68.05,5.0,20.48,3.12,4672.92,12
2485,2568,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,0,0,First,12.99,2494.0,100.6,8.0,20.48,8.25,11857.14,14
2486,2569,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,0,1,First,11.36,2755.0,171.5,7.0,28.05,20.14,8170.88,8
2487,2570,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,0,0,First,12.99,2494.0,100.0,8.0,20.48,12.6,9559.0,12
2488,2571,Maruti Swift Dzire ZDI,Kochi,2015,35082,0,0,First,23.4,1248.0,74.0,5.0,20.48,6.61,3508.2,10
2489,2572,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,0,1,First,17.01,1582.0,126.2,5.0,20.48,13.23,4288.11,9
2490,2573,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,0,0,First,12.99,2494.0,100.0,8.0,20.48,4.75,4158.82,17
2491,2574,Volkswagen Vento Diesel Highline,Mumbai,2011,83000,0,0,Second,20.54,1598.0,103.6,5.0,20.48,2.9,5928.57,14
2492,2575,Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2015,120000,0,0,First,14.8,2499.0,80.0,10.0,20.48,5.5,12000.0,10
2493,2576,Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,0,1,Second,11.18,2696.0,184.0,7.0,20.48,9.47,8326.0,11
2494,2577,Hyundai i10 Magna,Mumbai,2008,38235,1,0,First,20.36,1197.0,78.9,5.0,20.48,1.95,2249.12,17
2495,2578,Hyundai i10 Sportz 1.2,Kolkata,2011,37000,1,0,First,20.36,1197.0,78.9,5.0,20.48,2.2,2642.86,14
2496,2580,Honda Amaze S i-Vtech,Bangalore,2013,44000,1,0,Second,18.0,1198.0,86.7,5.0,20.48,4.35,3666.67,12
2497,2581,Maruti Celerio ZXI AT,Pune,2016,54000,1,1,First,23.1,998.0,67.04,5.0,20.48,4.5,6000.0,9
2498,2582,Hyundai Grand i10 Asta,Chennai,2013,90000,1,0,First,18.9,1197.0,82.0,5.0,20.48,3.55,7500.0,12
2499,2583,Maruti Swift Dzire VDi,Kolkata,2015,35000,0,0,First,19.3,1248.0,73.9,5.0,20.48,4.75,3500.0,10
2500,2584,Hyundai i10 Sportz,Coimbatore,2012,47324,1,0,Second,20.36,1197.0,78.9,5.0,20.48,4.52,3640.31,13
2501,2585,BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,0,1,First,15.06,1995.0,177.0,5.0,20.48,12.75,5011.38,13
2502,2586,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,0,1,Second,17.11,1968.0,174.33,5.0,20.48,20.04,5252.09,11
2503,2587,Nissan Terrano XL 85 PS,Bangalore,2014,87000,0,0,First,20.45,1461.0,83.8,5.0,20.48,6.5,7909.09,11
2504,2588,Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,0,0,First,11.56,3200.0,199.3,7.0,20.48,7.5,9946.22,18
2505,2589,Maruti Wagon R VXI AMT,Mumbai,2016,8000,1,1,First,22.5,998.0,67.0,5.0,6.14,4.15,888.89,9
2506,2590,Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,77000,1,0,First,13.5,1799.0,130.0,5.0,20.48,2.5,4277.78,18
2507,2591,Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,1,0,First,18.6,1197.0,81.83,5.0,20.48,5.4,2288.89,9
2508,2592,Maruti Alto K10 VXI,Mumbai,2016,13198,1,0,First,24.07,998.0,67.1,5.0,4.82,3.15,1466.44,9
2509,2593,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,0,1,Second,12.07,2967.0,241.4,7.0,20.48,52.5,2100.0,10
2510,2594,Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,1,0,First,18.6,1197.0,81.83,5.0,20.48,5.95,4222.22,9
2511,2595,Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,1,1,First,23.84,1199.0,83.83,5.0,7.17,6.97,2563.17,6
2512,2596,Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,1,0,First,20.36,1197.0,78.9,5.0,20.48,3.2,4285.71,14
2513,2598,Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,0,0,First,20.46,1461.0,83.8,5.0,20.48,6.69,6280.92,12
2514,2599,Tata Xenon XT EX 4X4,Bangalore,2014,60000,0,0,Second,13.49,2179.0,138.03,5.0,20.48,5.9,5454.55,11
2515,2600,Hyundai i20 Magna,Kolkata,2009,30675,1,0,First,18.5,1197.0,80.0,5.0,20.48,2.25,1917.19,16
2516,2601,Maruti Swift Dzire VDI,Kolkata,2013,22000,0,0,First,23.4,1248.0,74.0,5.0,20.48,4.5,1833.33,12
2517,2602,Hyundai EON Magna,Pune,2015,55000,1,0,First,22.0,814.0,55.0,5.0,20.48,2.61,5500.0,10
2518,2603,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,0,1,First,14.84,2143.0,170.0,5.0,20.48,11.5,4947.53,15
2519,2604,Mini Cooper Convertible S,Mumbai,2016,15000,1,1,First,16.82,1998.0,189.08,4.0,44.28,35.0,1666.67,9
2520,2605,Tata Nano Cx,Jaipur,2010,57000,1,0,First,26.0,624.0,35.0,4.0,20.48,0.5,3800.0,15
2521,2606,Maruti Ciaz ZDi Plus,Kolkata,2015,62144,0,0,Second,26.21,1248.0,88.5,5.0,20.48,5.75,6214.4,10
2522,2607,Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,0,0,First,22.0,1582.0,126.2,5.0,15.72,11.5,6250.0,8
2523,2608,Hyundai EON Era Plus,Jaipur,2015,38000,1,0,First,21.1,814.0,55.2,5.0,20.48,2.75,3800.0,10
2524,2609,BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,0,1,Second,18.12,1995.0,190.0,5.0,20.48,31.5,3333.33,9
2525,2610,Honda Brio S MT,Kochi,2016,38735,1,0,First,19.4,1198.0,86.8,5.0,20.48,4.92,4303.89,9
2526,2611,Maruti Ritz VDi,Pune,2012,23598,0,0,First,23.2,1248.0,73.94,5.0,20.48,3.52,1815.23,13
2527,2612,BMW 3 Series 320d Prestige,Chennai,2014,70000,0,1,First,18.88,1995.0,184.0,5.0,20.48,17.55,6363.64,11
2528,2613,Maruti Swift Dzire LDI,Pune,2016,39000,0,0,First,26.59,1248.0,74.0,5.0,20.48,5.8,4333.33,9
2529,2614,Maruti Swift Dzire VDI,Hyderabad,2013,84175,0,0,First,23.4,1248.0,74.0,5.0,20.48,6.95,7014.58,12
2530,2615,Renault Scala RxL,Kolkata,2013,45000,1,0,First,16.95,1498.0,97.6,5.0,20.48,2.4,3750.0,12
2531,2616,Chevrolet Cruze LTZ AT,Mumbai,2013,59302,0,1,First,14.39,1998.0,163.7,5.0,20.48,5.25,4941.83,12
2532,2617,Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,1,0,First,17.5,1298.0,85.8,5.0,20.48,4.25,4230.92,13
2533,2618,Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,0,0,First,19.09,1396.0,69.0,5.0,20.48,1.5,7577.24,17
2534,2619,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,0,0,First,24.0,1120.0,70.0,5.0,20.48,4.5,5169.11,9
2535,2620,Tata Indica Vista Quadrajet LS,Pune,2014,180000,0,0,First,22.3,1248.0,74.0,5.0,20.48,2.5,16363.64,11
2536,2621,Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,0,0,Third,17.8,1399.0,68.0,5.0,20.48,1.55,4701.37,19
2537,2622,Renault Duster 85PS Diesel RxE,Pune,2016,54000,0,0,First,19.87,1461.0,83.8,5.0,11.27,6.5,6000.0,9
2538,2623,BMW 5 Series 520d Sedan,Pune,2012,95000,0,1,Second,18.48,1197.0,113.80314403717087,5.0,20.48,18.0,7307.69,13
2539,2624,Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,0,0,First,24.0,1120.0,70.0,5.0,20.48,4.96,6633.7,10
2540,2625,Honda Brio S MT,Bangalore,2012,60000,1,0,First,19.4,1198.0,86.8,5.0,20.48,3.25,4615.38,13
2541,2626,Audi A4 1.8 TFSI,Kolkata,2010,38001,1,1,First,12.3,1781.0,163.2,5.0,20.48,8.5,2533.4,15
2542,2627,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,1,0,Second,24.7,796.0,47.3,5.0,20.48,2.75,6636.36,11
2543,2628,Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,1,0,Second,16.2,1599.0,103.2,5.0,20.48,3.4,4357.14,14
2544,2629,Maruti Ertiga ZDI,Hyderabad,2013,120000,0,0,First,20.77,1248.0,88.8,7.0,20.48,7.0,10000.0,12
2545,2630,Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,1,0,First,12.9,1598.0,102.5,5.0,20.48,3.21,5522.08,13
2546,2631,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,0,0,First,19.67,1582.0,126.2,5.0,20.48,14.25,1283.78,9
2547,2632,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,0,0,First,20.34,1498.0,103.2,5.0,20.48,6.5,8181.82,11
2548,2633,Honda City i VTEC SV,Kolkata,2014,48104,1,0,First,17.4,1497.0,117.3,5.0,20.48,5.49,4373.09,11
2549,2634,Hyundai Getz GLS ABS,Pune,2005,91000,1,0,Third,16.8,1341.0,83.0,5.0,20.48,0.8,4550.0,20
2550,2636,Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,1,1,Second,18.9,1197.0,82.0,5.0,20.48,5.91,3393.1,10
2551,2637,Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,1,0,First,18.9,1197.0,81.86,5.0,20.48,6.44,2319.33,6
2552,2639,Hyundai Grand i10 Sportz,Jaipur,2015,14000,1,0,First,18.9,1197.0,82.0,5.0,20.48,4.6,1400.0,10
2553,2641,Hyundai i20 Asta 1.2,Coimbatore,2016,17560,1,0,First,18.6,1197.0,81.83,5.0,20.48,7.21,1951.11,9
2554,2642,Renault Duster 85PS Diesel RxL,Pune,2016,60000,0,0,First,19.87,1461.0,83.8,5.0,20.48,8.0,6666.67,9
2555,2643,Maruti Swift Dzire VDi,Hyderabad,2009,88096,0,0,Second,19.3,1248.0,73.9,5.0,20.48,3.5,5506.0,16
2556,2644,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,0,0,First,12.8,2494.0,102.0,8.0,20.48,5.9,10487.06,17
2557,2645,Tata Nano Twist XT,Coimbatore,2015,19963,1,0,Second,25.4,624.0,37.5,4.0,20.48,1.74,1996.3,10
2558,2646,Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,1,0,First,18.12,1196.0,86.8,5.0,20.48,6.8,166.67,6
2559,2647,Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,1,0,First,18.6,1197.0,81.83,5.0,20.48,7.5,1000.0,8
2560,2648,Honda BRV i-VTEC V MT,Pune,2016,9200,1,0,First,15.4,1497.0,117.3,7.0,13.58,8.0,1022.22,9
2561,2649,Honda Amaze S Diesel,Hyderabad,2015,29000,0,0,First,27.4,1498.0,98.6,5.0,9.09,5.99,2900.0,10
2562,2650,Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,0,0,First,19.67,1582.0,126.2,5.0,20.48,12.9,3375.0,8
2563,2651,Maruti Baleno Zeta 1.2,Delhi,2018,22900,1,0,First,21.4,1197.0,83.1,5.0,20.48,7.0,3271.43,7
2564,2652,Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,0,1,First,14.16,1968.0,174.3,5.0,20.48,35.0,4545.45,11
2565,2653,Honda Amaze S i-DTEC,Jaipur,2015,60207,0,0,First,25.8,1498.0,98.6,5.0,20.48,5.5,6020.7,10
2566,2654,BMW X5 3.0d,Coimbatore,2010,101119,0,1,First,11.0,2993.0,235.0,5.0,20.48,18.46,6741.27,15
2567,2655,Ford Figo Petrol Titanium,Jaipur,2010,42000,1,0,First,15.6,1196.0,70.0,5.0,20.48,2.4,2800.0,15
2568,2656,Maruti Wagon R VXI,Pune,2002,93000,1,0,Third,18.9,998.0,67.1,5.0,20.48,1.0,4043.48,23
2569,2657,Hyundai i10 Era,Ahmedabad,2012,60000,1,0,Second,19.81,1086.0,68.05,5.0,20.48,2.65,4615.38,13
2570,2658,Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,0,1,First,21.66,1498.0,103.52,5.0,20.48,5.96,6612.2,10
2571,2659,Porsche Panamera Diesel,Kolkata,2015,25100,0,1,First,17.85,2967.0,300.0,4.0,20.48,75.0,2510.0,10
2572,2660,Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,1,1,First,15.04,1991.0,183.0,5.0,20.48,27.15,3091.62,8
2573,2661,Audi A6 2.8 FSI,Ahmedabad,2008,41000,1,1,Second,10.4,2773.0,201.0,5.0,20.48,10.5,2411.76,17
2574,2662,Maruti Ciaz ZXi Plus,Chennai,2015,30000,1,0,First,20.73,1373.0,91.1,5.0,20.48,6.7,3000.0,10
2575,2663,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,0,0,First,22.7,1498.0,89.84,5.0,20.48,4.9,3000.0,12
2576,2664,Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,0,0,First,16.5,1493.0,70.0,7.0,20.48,8.0,5034.88,8
2577,2665,Maruti Alto K10 VXI,Kochi,2018,46805,1,0,First,24.07,998.0,67.1,5.0,4.09,3.63,6686.43,7
2578,2666,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,1,0,First,17.5,1197.0,85.8,5.0,20.48,4.8,6000.0,10
2579,2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,1,0,First,17.57,1193.0,88.7,5.0,6.83,4.25,12500.0,8
2580,2668,Maruti Swift 1.3 VXi,Kolkata,2014,32986,1,0,First,16.1,1197.0,113.80314403717087,5.0,20.48,4.24,2998.73,11
2581,2669,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,0,1,First,10.91,3198.0,197.2,7.0,20.48,30.27,7361.43,7
2582,2670,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,0,0,First,15.8,2148.0,170.0,5.0,20.48,14.25,6788.0,12
2583,2671,Hyundai i10 Sportz AT,Ahmedabad,2012,37229,1,1,First,16.95,1197.0,78.9,5.0,20.48,3.41,2863.77,13
2584,2672,Honda City 1.5 S MT,Delhi,2009,73200,1,0,First,17.0,1497.0,118.0,5.0,20.48,2.78,4575.0,16
2585,2673,Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,0,1,First,19.3,1968.0,141.0,5.0,20.48,15.5,7182.6,10
2586,2674,Tata Indica V2 eLS,Chennai,2017,129000,0,0,First,25.0,1396.0,69.0,5.0,20.48,3.0,16125.0,8
2587,2675,Maruti Wagon R VXi BSII,Pune,2012,82000,1,0,First,18.9,998.0,67.1,5.0,20.48,2.3,6307.69,13
2588,2676,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,0,0,First,19.67,1582.0,126.2,5.0,20.48,13.28,5057.38,8
2589,2677,Maruti A-Star Lxi,Hyderabad,2009,61964,1,0,First,19.0,998.0,66.1,5.0,20.48,2.25,3872.75,16
2590,2678,Maruti Wagon R LXI,Kochi,2011,15466,1,0,First,22.5,998.0,67.04,5.0,5.04,3.36,1104.71,14
2591,2679,Honda Mobilio E i VTEC,Kolkata,2014,23000,1,0,First,17.3,1497.0,117.3,7.0,20.48,4.25,2090.91,11
2592,2680,Hyundai i10 Magna,Coimbatore,2012,43766,1,0,First,20.36,1197.0,78.9,5.0,20.48,4.3,3366.62,13
2593,2681,Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,1,1,First,0.0,3597.0,262.6,5.0,20.48,6.0,3600.0,15
2594,2682,Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,0,0,First,22.54,1396.0,88.73,5.0,20.48,9.18,2645.86,7
2595,2683,Maruti Celerio ZXI Optional,Hyderabad,2017,26400,1,0,First,23.1,998.0,67.04,5.0,20.48,4.99,3300.0,8
2596,2684,Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,1,0,First,13.4,1798.0,157.8,5.0,20.48,3.75,2278.57,14
2597,2685,Ford Figo Diesel LXI,Chennai,2010,39000,0,0,First,20.0,1399.0,68.0,5.0,20.48,2.5,2600.0,15
2598,2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,0,0,First,27.3,1498.0,98.6,5.0,20.48,7.2,5074.56,9
2599,2687,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,0,1,First,15.0,2143.0,204.0,5.0,20.48,29.5,4388.89,9
2600,2688,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,0,1,First,17.9,2143.0,136.0,5.0,20.48,17.55,5400.0,10
2601,2689,Volvo S60 D3,Chennai,2012,20000,0,1,First,18.5,1985.0,163.0,5.0,20.48,12.0,1538.46,13
2602,2690,Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,0,1,First,11.8,2967.0,246.7,5.0,20.48,13.5,3437.5,16
2603,2691,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,0,1,First,22.32,1582.0,126.32,5.0,20.48,5.1,4363.64,11
2604,2692,BMW 3 Series 320d,Kolkata,2011,70000,0,1,First,22.69,1995.0,190.0,5.0,43.81,10.3,5000.0,14
2605,2693,Hyundai Verna 1.6 SX,Delhi,2014,62000,0,0,First,22.32,1582.0,126.32,5.0,20.48,5.7,5636.36,11
2606,2694,Maruti Wagon R VXI,Kochi,2014,41994,1,0,First,22.5,998.0,67.04,5.0,5.12,3.41,3817.64,11
2607,2695,Ford Figo Diesel EXI,Hyderabad,2010,108882,0,0,Second,20.0,1399.0,68.0,5.0,20.48,2.4,7258.8,15
2608,2696,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,1,0,First,18.15,1198.0,82.0,6.0,20.48,5.6,3100.75,8
2609,2697,Tata Indigo LS,Pune,2006,160000,0,0,First,17.0,1405.0,70.0,5.0,20.48,1.0,8421.05,19
2610,2698,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,0,1,First,18.49,1493.0,100.0,7.0,20.48,8.2,3750.0,8
2611,2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,0,1,First,15.17,1968.0,181.0,5.0,48.64,27.5,5100.0,10
2612,2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,1,0,First,21.5,1197.0,81.8,5.0,5.71,3.5,6487.6,10
2613,2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,0,0,First,24.3,1248.0,88.5,5.0,12.56,10.34,3162.38,8
2614,2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,0,0,First,12.7,2609.0,116.6,8.0,20.48,3.25,4729.95,19
2615,2704,Hyundai Tucson CRDi,Jaipur,2007,103515,0,0,Third,12.6,1991.0,112.0,7.0,20.48,5.0,5750.83,18
2616,2705,Hyundai Santro Xing GLS,Hyderabad,2008,68282,1,0,First,17.92,1086.0,62.1,5.0,20.48,2.25,4016.59,17
2617,2706,Porsche Panamera Diesel 250hp,Kochi,2014,60033,0,1,First,18.18,2967.0,250.0,4.0,20.48,51.52,5457.55,11
2618,2707,Maruti Vitara Brezza VDi Option,Kochi,2018,51921,0,0,First,24.3,1248.0,88.5,5.0,20.48,8.62,7417.29,7
2619,2708,Maruti Swift Dzire VDI,Mumbai,2017,18414,0,0,First,23.4,1248.0,74.0,5.0,20.48,7.25,2301.75,8
2620,2709,Honda Amaze V Petrol,Kochi,2016,40866,1,0,First,19.5,1199.0,86.76,5.0,8.16,5.47,4540.67,9
2621,2710,Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,0,1,First,16.36,2179.0,187.7,5.0,20.48,31.0,5000.09,11
2622,2711,Mini Cooper Convertible S,Kochi,2017,20469,1,1,First,16.82,1998.0,189.08,4.0,44.28,35.98,2558.62,8
2623,2712,Hyundai EON Era Plus,Jaipur,2017,8500,1,0,First,21.1,814.0,55.2,5.0,20.48,3.42,1062.5,8
2624,2713,Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,0,1,Second,16.77,2967.0,241.38,5.0,20.48,11.5,2647.06,17
2625,2714,Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,1,0,First,17.19,1197.0,81.86,5.0,20.48,7.25,666.67,9
2626,2715,Maruti Swift AMT DDiS VDI,Chennai,2018,11000,0,0,First,28.4,1248.0,74.0,5.0,20.48,8.0,1571.43,7
2627,2716,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,0,0,First,22.7,1498.0,89.84,5.0,20.48,7.33,8006.4,10
2628,2717,Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,1,0,First,18.9,998.0,67.1,5.0,20.48,3.35,3325.56,9
2629,2718,Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,0,0,First,20.34,1498.0,103.2,5.0,20.48,4.4,4092.08,12
2630,2719,Toyota Etios VX,Kolkata,2012,55000,1,0,First,17.6,1496.0,88.7,5.0,20.48,2.99,4230.77,13
2631,2720,Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,1,0,First,18.7,1199.0,88.7,5.0,20.48,5.6,2300.0,10
2632,2721,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,0,0,First,20.14,1498.0,88.73,5.0,20.48,6.63,6080.78,9
2633,2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,0,0,First,21.66,1498.0,108.62,5.0,9.72,7.9,4489.43,7
2634,2723,Honda City V MT Exclusive,Kochi,2015,53442,1,0,First,16.8,1497.0,116.3,5.0,20.48,7.0,5344.2,10
2635,2724,Honda Brio VX AT,Hyderabad,2014,28000,1,1,First,16.5,1198.0,86.8,5.0,20.48,4.95,2545.45,11
2636,2725,Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,1,1,First,14.3,1598.0,103.52,5.0,20.48,9.19,1676.5,8
2637,2726,Hyundai Verna CRDi,Hyderabad,2011,70000,0,0,First,16.8,1493.0,110.0,5.0,20.48,5.1,5000.0,14
2638,2727,Hyundai i20 Active S Diesel,Jaipur,2015,81310,0,0,First,21.19,1396.0,88.76,5.0,20.48,5.9,8131.0,10
